policy_id,ra_per_policy
1,6.9833145
2,7.395889
3,9.379882
4,5.9090285
5,11.161794
6,6.7110763
7,5.921228
8,5.5178895
9,11.420589
10,7.1440506
11,7.2692957
12,6.304582
13,9.47411
14,8.088129
15,5.846443
16,7.8468523
17,8.292762
18,6.3377366
19,6.214161
20,18.301662
21,10.62835
22,6.7692857
23,6.5678797
24,6.0702143
25,5.726045
26,6.28518
27,10.623325
28,5.8808517
29,6.0272384
30,5.7045455
31,9.3392725
32,5.703862
33,6.136558
34,7.7737923
35,5.6268816
36,12.429281
37,6.966762
38,6.456675
39,9.025397
40,7.7429156
41,5.7305617
42,6.3526964
43,5.4345245
44,5.764966
45,7.5652137
46,7.0359178
47,6.0586853
48,6.3423257
49,6.1600795
50,5.4270525
51,6.498305
52,5.844766
53,6.4769273
54,7.050529
55,27.496674
56,12.345305
57,6.5220056
58,5.705354
59,5.5835543
60,5.927643
61,5.873689
62,5.0863357
63,8.475525
64,7.6071944
65,6.0473742
66,5.7371674
67,8.008306
68,22.347794
69,5.8045564
70,20.983418
71,14.449203
72,63.84458
73,5.70307
74,5.4977098
75,5.5462403
76,5.6900115
77,8.1019535
78,5.844153
79,10.329638
80,6.6373954
81,5.6516833
82,5.827031
83,5.635338
84,11.674149
85,12.259244
86,5.509273
87,5.683983
88,15.457787
89,6.977758
90,6.773778
91,5.6094513
92,6.730017
93,6.4260516
94,5.5980287
95,7.487541
96,6.2407084
97,8.634367
98,5.997954
99,8.070857
100,6.192914
101,7.493381
102,6.831142
103,6.4016213
104,5.8461747
105,6.840412
106,5.9220443
107,5.662637
108,5.6560946
109,5.8294253
110,12.092184
111,5.840692
112,6.0793695
113,5.856801
114,7.5000734
115,6.198383
116,6.681726
117,7.6103816
118,9.9713955
119,11.262182
120,21.892353
121,7.5162086
122,5.674956
123,6.148088
124,18.592812
125,5.715318
126,8.661433
127,7.708223
128,6.3004394
129,6.739583
130,5.656322
131,7.0187464
132,15.264531
133,6.512165
134,6.41689
135,5.6271834
136,7.849781
137,7.0055237
138,5.8467393
139,5.605327
140,5.2534194
141,6.978409
142,7.9052644
143,5.7624865
144,8.481494
145,5.9775286
146,6.6260867
147,10.808961
148,5.7319856
149,13.7191925
150,6.269708
151,9.862862
152,6.052655
153,5.8169374
154,5.8723803
155,6.613263
156,8.139857
157,5.442755
158,5.6661377
159,12.51091
160,5.8055634
161,15.108645
162,5.6222644
163,6.007596
164,5.8787704
165,7.716236
166,8.277855
167,26.486975
168,10.462176
169,6.463694
170,6.5673556
171,5.7464004
172,6.051822
173,5.784836
174,17.612522
175,25.0427
176,13.428812
177,9.592958
178,5.95181
179,12.25633
180,7.619406
181,6.7104335
182,6.7530975
183,5.7936845
184,5.7267227
185,5.8022766
186,10.519131
187,12.417514
188,7.503804
189,5.9828644
190,6.255771
191,7.5567584
192,13.517026
193,11.927303
194,8.0144
195,6.003795
196,7.3547516
197,5.5020905
198,6.760273
199,19.678411
200,5.6338015
201,12.956281
202,11.370041
203,6.08608
204,8.557995
205,13.531537
206,6.7986617
207,5.694696
208,7.2556634
209,7.9245276
210,6.387203
211,8.548053
212,7.6935763
213,5.935991
214,7.2288866
215,6.2085543
216,7.2262583
217,6.7938066
218,5.2111206
219,5.888475
220,5.660187
221,6.1119013
222,7.107953
223,9.306511
224,5.9362106
225,6.2551913
226,5.8038025
227,10.0489645
228,5.834842
229,6.1076555
230,6.1327972
231,5.5188417
232,6.2206206
233,11.691759
234,5.961351
235,5.6631103
236,19.06861
237,9.127069
238,5.6389146
239,5.725746
240,7.414899
241,6.5067306
242,6.086745
243,5.416182
244,12.6746855
245,10.108719
246,15.947238
247,5.132282
248,7.4604034
249,5.878667
250,5.810019
251,7.234202
252,9.453588
253,5.703888
254,7.906289
255,29.451786
256,6.2033014
257,5.9963393
258,6.3206763
259,7.314319
260,7.001888
261,7.0162477
262,10.320458
263,5.9115853
264,8.194334
265,5.5259156
266,22.66577
267,5.6960053
268,6.6071434
269,6.166426
270,6.087784
271,12.502444
272,5.7542224
273,6.558946
274,8.515973
275,9.90953
276,8.315742
277,6.4024186
278,6.1183662
279,6.1947656
280,5.4262195
281,5.5511355
282,7.4760003
283,6.1324854
284,6.1599884
285,14.020663
286,5.8616776
287,7.53213
288,6.446607
289,6.7019095
290,7.224691
291,21.075735
292,6.7579837
293,5.556604
294,6.088548
295,6.388602
296,5.6569033
297,5.730325
298,5.912094
299,5.6924577
300,5.983084
301,19.475342
302,5.745108
303,6.2562776
304,17.182178
305,9.804002
306,6.9439273
307,17.238157
308,5.442894
309,8.58853
310,6.2180758
311,13.373209
312,7.1615267
313,6.598758
314,6.921683
315,7.0687385
316,6.7487636
317,10.678065
318,20.261246
319,8.564119
320,7.1217766
321,7.2480555
322,12.4419985
323,6.222069
324,10.651814
325,5.9321303
326,6.0377564
327,5.8715415
328,6.168378
329,5.983333
330,6.480102
331,5.6296325
332,17.764727
333,6.1358004
334,5.8170714
335,6.459085
336,5.8938065
337,6.086531
338,5.671196
339,7.2532434
340,8.074339
341,18.197989
342,7.421544
343,9.218524
344,6.461418
345,10.457697
346,6.0002975
347,7.3495746
348,27.877716
349,7.546698
350,6.097557
351,6.1604724
352,6.4736114
353,6.0034137
354,9.5026045
355,6.003952
356,14.578679
357,20.417074
358,6.2226715
359,5.697545
360,6.29203
361,28.248167
362,6.0541778
363,5.7524004
364,5.8605
365,6.069239
366,8.140831
367,5.996292
368,10.554379
369,10.875183
370,6.388373
371,6.032374
372,7.436765
373,14.116549
374,11.087873
375,5.8569093
376,5.8256607
377,5.5056686
378,7.3983307
379,6.172113
380,5.459488
381,6.815704
382,6.041118
383,6.8634157
384,5.405113
385,9.971381
386,6.1266418
387,5.9755692
388,31.7482
389,11.97659
390,6.0547776
391,6.1636505
392,11.536132
393,8.40269
394,6.608813
395,5.667067
396,6.638717
397,8.344647
398,15.221395
399,5.654271
400,32.22716
401,6.6683702
402,16.172956
403,9.292711
404,5.969968
405,7.800201
406,6.693191
407,10.388114
408,6.0621033
409,13.484454
410,6.9435844
411,5.7799697
412,6.7557077
413,9.952892
414,5.9349933
415,5.495624
416,6.9424567
417,6.166681
418,6.0572467
419,5.615207
420,5.5553145
421,6.0983605
422,7.257352
423,6.2652955
424,6.2484546
425,8.0647955
426,5.991941
427,13.799411
428,9.9922285
429,8.548717
430,7.980353
431,8.483457
432,10.863475
433,5.888538
434,5.5465865
435,5.581717
436,7.126546
437,5.5496736
438,8.704271
439,11.627613
440,5.914107
441,9.80118
442,5.7850432
443,5.9996157
444,5.7752137
445,5.8679767
446,8.298843
447,6.68369
448,6.2064166
449,5.6193805
450,10.606674
451,5.61151
452,6.1401305
453,6.5900187
454,6.398224
455,6.2939234
456,6.292643
457,24.523203
458,10.20899
459,28.28334
460,5.6442614
461,7.0022864
462,7.8556724
463,6.237741
464,6.0336375
465,5.9644165
466,5.949556
467,15.406931
468,5.737924
469,11.902632
470,6.7080574
471,5.301024
472,6.344884
473,7.292988
474,6.896917
475,5.8359513
476,14.302678
477,5.6382294
478,7.952485
479,26.849705
480,16.639757
481,5.7806673
482,6.8261447
483,6.447043
484,6.6663623
485,11.937763
486,6.6356163
487,6.7210207
488,5.935103
489,6.4438195
490,15.338
491,6.126992
492,6.073976
493,6.0679383
494,9.187836
495,6.2169313
496,6.006345
497,8.202254
498,5.741014
499,14.760881
500,10.324306
501,6.132503
502,5.920398
503,6.4992647
504,9.291082
505,7.6672435
506,10.282463
507,26.571768
508,6.0777373
509,5.898086
510,14.67735
511,30.742416
512,7.17026
513,6.5652347
514,6.44723
515,5.812057
516,8.075495
517,5.5865693
518,6.543636
519,6.380456
520,5.5290194
521,6.312607
522,9.078475
523,5.7766404
524,6.632464
525,9.4556675
526,7.3354278
527,6.8030257
528,12.753036
529,5.710762
530,5.46868
531,5.639418
532,6.0508027
533,5.9043612
534,9.094301
535,5.7331147
536,7.708797
537,14.7252655
538,5.61821
539,7.7395005
540,12.529538
541,6.677797
542,6.802147
543,6.015411
544,8.153292
545,6.752666
546,6.476117
547,9.215495
548,5.6681504
549,6.3139243
550,8.085742
551,13.991378
552,21.627287
553,6.1990714
554,14.214061
555,6.5004497
556,6.623025
557,6.1057525
558,16.926678
559,5.5365787
560,6.2812266
561,6.034562
562,8.797399
563,8.356124
564,33.322376
565,6.174974
566,6.5507216
567,5.9050126
568,6.954305
569,8.919047
570,7.49803
571,6.7951236
572,6.0892944
573,6.153255
574,6.1298814
575,10.904632
576,6.3571367
577,8.592037
578,5.52585
579,13.400218
580,6.0959253
581,5.8111053
582,10.213836
583,5.7352204
584,20.099028
585,7.3617706
586,8.348834
587,5.634514
588,26.347336
589,6.9733095
590,5.80101
591,18.69552
592,6.6908555
593,33.867634
594,6.610528
595,9.242447
596,8.132113
597,8.18485
598,12.193446
599,10.091447
600,6.2023697
601,6.8016877
602,5.936855
603,8.178313
604,5.9006686
605,6.647579
606,6.2973275
607,6.437713
608,6.22165
609,12.979636
610,15.82487
611,9.244763
612,12.566865
613,5.5770082
614,6.114527
615,6.637192
616,5.827553
617,6.305524
618,5.405277
619,8.486491
620,6.388231
621,8.828436
622,7.2556443
623,6.342463
624,8.474
625,6.596473
626,9.530005
627,5.2988496
628,122.518
629,6.029096
630,8.504192
631,6.0628037
632,5.4649386
633,26.648207
634,13.721875
635,13.23902
636,8.918064
637,6.2125306
638,6.1996827
639,6.0419083
640,7.3413553
641,6.172532
642,6.652672
643,9.303415
644,5.558586
645,5.885527
646,7.771663
647,35.15638
648,9.151396
649,7.007445
650,6.322648
651,12.7994375
652,5.90163
653,5.577852
654,5.7628818
655,5.3110948
656,6.3776
657,7.401465
658,5.635669
659,6.661621
660,6.430794
661,6.0457306
662,8.0613575
663,12.501627
664,5.7135043
665,6.7017326
666,9.4678755
667,6.0490403
668,6.2130175
669,6.1195755
670,6.134903
671,5.246385
672,5.7278643
673,6.5238047
674,6.9125743
675,6.130913
